"TOON","LEVEL","GEARSLOT1","GEARSLOT2","GEARSLOT3","GEARSLOT4","GEARSLOT5","GEARSLOT6"
"sith-trooper","4","mk-5-taggeco-holo-lens","mk-3-chiewab-hypo-syringe","mk-2-merr-sonn-shield-generator","mk-4-fabritech-data-pad","mk-6-loronar-power-cell","mk-1-merr-sonn-thermal-detonator"
"sith-trooper","5","mk-6-taggeco-holo-lens","mk-7-fabritech-data-pad","mk-3-nubian-design-tech","mk-3-chiewab-hypo-syringe","mk-5-neuro-saav-electrobinoculars","mk-5-blastech-weapon-mod"
"sith-trooper","6","mk-8-blastech-weapon-mod","mk-4-arakyd-droid-caller","mk-4-sorosuub-keypad","mk-7-fabritech-data-pad","mk-1-zaltin-bacta-gel","mk-4-fabritech-data-pad"
"sith-trooper","7","mk-3-carbanti-sensor-array","mk-3-athakam-medpac","mk-8-taggeco-holo-lens","mk-8-blastech-weapon-mod","mk-4-sorosuub-keypad","mk-4-chiewab-hypo-syringe"
"sith-trooper","8","mk-5-arakyd-droid-caller","mk-5-akt-stun-gun","mk-3-carbanti-sensor-array","mk-7-taggeco-holo-lens","mk-3-czerka-stun-cuffs","mk-3-sienar-holo-projector"
"sith-trooper","9","mk-4-chedak-comlink","mk-7-nubian-security-scanner","mk-3-czerka-stun-cuffs","mk-3-athakam-medpac","mk-5-chiewab-hypo-syringe","mk-6-taggeco-holo-lens"
"sith-trooper","10","mk-4-sienar-holo-projector","mk-11-blastech-weapon-mod","mk-4-chedak-comlink","mk-10-neuro-saav-electrobinoculars","mk-8-biotech-implant","mk-5-akt-stun-gun"
"sith-trooper","11","unknown-gear","mk-3-zaltin-bacta-gel","mk-8-biotech-implant","mk-9-fabritech-data-pad","mk-10-neuro-saav-electrobinoculars","mk-10-taggeco-holo-lens"
"snowtrooper","1","mk-1-akt-stun-gun","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-blastech-weapon-mod","mk-1-neuro-saav-electrobinoculars"
"snowtrooper","2","mk-3-taggeco-holo-lens","mk-2-taggeco-holo-lens","mk-2-taggeco-holo-lens","mk-3-loronar-power-cell","mk-1-merr-sonn-shield-generator","mk-1-neuro-saav-electrobinoculars"
"snowtrooper","3","mk-3-nubian-security-scanner","mk-5-neuro-saav-electrobinoculars","mk-4-blastech-weapon-mod","mk-3-loronar-power-cell","mk-4-loronar-power-cell","mk-1-chedak-comlink"
"snowtrooper","4","mk-6-baw-armor-mod","mk-4-fabritech-data-pad","mk-5-neuro-saav-electrobinoculars","mk-4-loronar-power-cell","mk-4-baw-armor-mod","mk-4-biotech-implant"
"snowtrooper","5","mk-6-neuro-saav-electrobinoculars","mk-7-fabritech-data-pad","mk-4-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-2-athakam-medpac","mk-3-biotech-implant"
"snowtrooper","6","mk-4-sorosuub-keypad","mk-5-sorosuub-keypad","mk-8-blastech-weapon-mod","mk-7-blastech-weapon-mod","mk-4-merr-sonn-thermal-detonator","mk-2-merr-sonn-shield-generator"
"snowtrooper","7","mk-7-taggeco-holo-lens","mk-8-fabritech-data-pad","mk-6-neuro-saav-electrobinoculars","mk-4-sorosuub-keypad","mk-3-sienar-holo-projector","mk-5-sorosuub-keypad"
"snowtrooper","8","mk-3-carbanti-sensor-array","mk-8-taggeco-holo-lens","mk-8-taggeco-holo-lens","mk-5-arakyd-droid-caller","mk-4-cec-fusion-furnace","mk-3-czerka-stun-cuffs"
"snowtrooper","9","mk-9-blastech-weapon-mod","mk-4-chedak-comlink","mk-3-carbanti-sensor-array","mk-4-chiewab-hypo-syringe","mk-2-zaltin-bacta-gel","mk-7-loronar-power-cell"
"snowtrooper","10","mk-10-blastech-weapon-mod","mk-4-chedak-comlink","mk-4-sienar-holo-projector","mk-6-merr-sonn-thermal-detonator","mk-9-blastech-weapon-mod","mk-6-biotech-implant"
"snowtrooper","11","mk-7-merr-sonn-shield-generator","mk-4-sienar-holo-projector","mk-9-fabritech-data-pad","mk-9-blastech-weapon-mod","unknown-gear","mk-6-merr-sonn-thermal-detonator"
"stormtrooper-han","1","mk-1-baw-armor-mod","mk-1-neuro-saav-electrobinoculars","mk-1-cec-fusion-furnace","mk-1-fabritech-data-pad","mk-1-loronar-power-cell","mk-1-taggeco-holo-lens"
"stormtrooper-han","2","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars","mk-1-chiewab-hypo-syringe","mk-2-neuro-saav-electrobinoculars","mk-2-arakyd-droid-caller","mk-1-sienar-holo-projector"
"stormtrooper-han","3","mk-1-taggeco-holo-lens","mk-1-sienar-holo-projector","mk-3-merr-sonn-shield-generator","mk-1-merr-sonn-thermal-detonator","mk-6-loronar-power-cell","mk-4-loronar-power-cell"
"stormtrooper-han","4","mk-3-blastech-weapon-mod","mk-3-sorosuub-keypad","mk-5-taggeco-holo-lens","mk-5-fabritech-data-pad","mk-6-fabritech-data-pad","mk-2-sienar-holo-projector"
"stormtrooper-han","5","mk-3-blastech-weapon-mod","mk-2-merr-sonn-thermal-detonator","mk-6-blastech-weapon-mod","mk-2-sienar-holo-projector","mk-5-merr-sonn-shield-generator","mk-4-merr-sonn-thermal-detonator"
"stormtrooper-han","6","mk-2-chiewab-hypo-syringe","mk-5-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-4-sorosuub-keypad","mk-5-nubian-security-scanner","mk-8-blastech-weapon-mod"
"stormtrooper-han","7","mk-2-merr-sonn-thermal-detonator","mk-2-chedak-comlink","mk-4-nubian-design-tech","mk-7-fabritech-data-pad","mk-6-nubian-security-scanner","mk-3-chedak-comlink"
"stormtrooper-han","8","mk-6-blastech-weapon-mod","mk-6-loronar-power-cell","mk-1-zaltin-bacta-gel","mk-7-neuro-saav-electrobinoculars","mk-8-fabritech-data-pad","mk-5-cec-fusion-furnace"
"stormtrooper-han","9","mk-2-athakam-medpac","mk-4-sorosuub-keypad","mk-6-chiewab-hypo-syringe","mk-5-akt-stun-gun","mk-7-nubian-security-scanner","mk-4-athakam-medpac"
"stormtrooper-han","10","mk-4-chedak-comlink","mk-5-cec-fusion-furnace","mk-8-taggeco-holo-lens","mk-4-nubian-security-scanner","mk-2-merr-sonn-thermal-detonator","mk-1-carbanti-sensor-array"
"stormtrooper-han","11","unknown-gear","mk-8-biotech-implant","mk-4-sienar-holo-projector","mk-3-carbanti-sensor-array","mk-5-chiewab-hypo-syringe","mk-7-merr-sonn-shield-generator"
"stormtrooper","1","mk-1-blastech-weapon-mod","mk-1-loronar-power-cell","mk-1-loronar-power-cell","mk-1-taggeco-holo-lens","mk-1-blastech-weapon-mod","mk-1-neuro-saav-electrobinoculars"
"stormtrooper","2","mk-3-loronar-power-cell","mk-3-blastech-weapon-mod","mk-2-nubian-security-scanner","mk-1-loronar-power-cell","mk-2-neuro-saav-electrobinoculars","mk-1-merr-sonn-shield-generator"
"stormtrooper","3","mk-4-neuro-saav-electrobinoculars","mk-3-cec-fusion-furnace","mk-3-arakyd-droid-caller","mk-2-blastech-weapon-mod","mk-2-blastech-weapon-mod","mk-3-loronar-power-cell"
"stormtrooper","4","mk-2-athakam-medpac","mk-1-athakam-medpac","mk-2-merr-sonn-shield-generator","mk-4-fabritech-data-pad","mk-3-arakyd-droid-caller","mk-3-arakyd-droid-caller"
"stormtrooper","5","mk-2-czerka-stun-cuffs","mk-5-biotech-implant","mk-5-biotech-implant","mk-7-fabritech-data-pad","mk-2-sienar-holo-projector","mk-5-neuro-saav-electrobinoculars"
"stormtrooper","6","mk-4-sorosuub-keypad","mk-4-sorosuub-keypad","mk-6-neuro-saav-electrobinoculars","mk-7-fabritech-data-pad","mk-5-sorosuub-keypad","mk-2-czerka-stun-cuffs"
"stormtrooper","7","mk-8-fabritech-data-pad","mk-2-zaltin-bacta-gel","mk-5-sorosuub-keypad","mk-4-akt-stun-gun","mk-4-merr-sonn-thermal-detonator","mk-4-nubian-design-tech"
"stormtrooper","8","mk-5-akt-stun-gun","mk-6-chiewab-hypo-syringe","mk-6-chiewab-hypo-syringe","mk-6-nubian-security-scanner","mk-4-cec-fusion-furnace","mk-4-arakyd-droid-caller"
"stormtrooper","9","mk-6-nubian-design-tech","mk-7-nubian-security-scanner","mk-6-nubian-security-scanner","mk-6-chiewab-hypo-syringe","mk-6-chiewab-hypo-syringe","mk-7-taggeco-holo-lens"
"stormtrooper","10","mk-8-biotech-implant","mk-7-biotech-implant","mk-7-nubian-security-scanner","mk-6-merr-sonn-thermal-detonator","mk-5-cec-fusion-furnace","mk-8-taggeco-holo-lens"
"stormtrooper","11","mk-7-biotech-implant","unknown-gear","mk-7-merr-sonn-shield-generator","mk-4-sienar-holo-projector","mk-6-merr-sonn-thermal-detonator","unknown-gear"
"sun-fac","1","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-neuro-saav-electrobinoculars","mk-1-akt-stun-gun","mk-1-loronar-power-cell","mk-1-baw-armor-mod"
"sun-fac","2","mk-1-nubian-security-scanner","mk-1-chiewab-hypo-syringe","mk-2-taggeco-holo-lens","mk-2-fabritech-data-pad","mk-1-sienar-holo-projector","mk-1-sienar-holo-projector"
"sun-fac","3","mk-1-sienar-holo-projector","mk-2-chiewab-hypo-syringe","mk-4-blastech-weapon-mod","mk-6-blastech-weapon-mod","mk-1-merr-sonn-thermal-detonator","mk-6-loronar-power-cell"
"sun-fac","4","mk-1-merr-sonn-thermal-detonator","mk-3-chiewab-hypo-syringe","mk-2-merr-sonn-shield-generator","mk-4-fabritech-data-pad","mk-5-merr-sonn-shield-generator","mk-3-chiewab-hypo-syringe"
"sun-fac","5","mk-2-merr-sonn-shield-generator","mk-2-merr-sonn-shield-generator","mk-3-nubian-design-tech","mk-4-chiewab-hypo-syringe","mk-6-taggeco-holo-lens","mk-1-zaltin-bacta-gel"
"sun-fac","6","mk-4-nubian-design-tech","mk-4-arakyd-droid-caller","mk-4-sorosuub-keypad","mk-5-sorosuub-keypad","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod"
"sun-fac","7","mk-3-sienar-holo-projector","mk-7-loronar-power-cell","mk-8-taggeco-holo-lens","mk-3-athakam-medpac","mk-7-taggeco-holo-lens","mk-3-carbanti-sensor-array"
"sun-fac","8","mk-3-czerka-stun-cuffs","mk-8-taggeco-holo-lens","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-5-akt-stun-gun","mk-5-arakyd-droid-caller"
"sun-fac","9","mk-3-sienar-holo-projector","mk-5-akt-stun-gun","mk-3-carbanti-sensor-array","mk-7-biotech-implant","mk-7-nubian-security-scanner","mk-5-merr-sonn-thermal-detonator"
"sun-fac","10","mk-5-akt-stun-gun","mk-5-merr-sonn-thermal-detonator","mk-3-zaltin-bacta-gel","mk-9-fabritech-data-pad","mk-9-neuro-saav-electrobinoculars","mk-9-neuro-saav-electrobinoculars"
"sun-fac","11","unknown-gear","mk-10-neuro-saav-electrobinoculars","unknown-gear","mk-10-neuro-saav-electrobinoculars","mk-3-zaltin-bacta-gel","unknown-gear"
"talia","1","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-fabritech-data-pad","mk-1-blastech-weapon-mod"
"talia","2","mk-1-czerka-stun-cuffs","mk-2-baw-armor-mod","mk-3-blastech-weapon-mod","mk-1-merr-sonn-shield-generator","mk-1-neuro-saav-electrobinoculars","mk-3-taggeco-holo-lens"
"talia","3","mk-5-loronar-power-cell","mk-5-loronar-power-cell","mk-4-merr-sonn-shield-generator","mk-3-blastech-weapon-mod","mk-1-merr-sonn-thermal-detonator","mk-2-fabritech-data-pad"
"talia","4","mk-3-merr-sonn-thermal-detonator","mk-3-chiewab-hypo-syringe","mk-5-merr-sonn-shield-generator","mk-2-chiewab-hypo-syringe","mk-3-nubian-security-scanner","mk-3-taggeco-holo-lens"
"talia","5","mk-1-zaltin-bacta-gel","mk-7-fabritech-data-pad","mk-7-fabritech-data-pad","mk-3-chiewab-hypo-syringe","mk-3-merr-sonn-thermal-detonator","mk-5-loronar-power-cell"
"talia","6","mk-7-neuro-saav-electrobinoculars","mk-4-cec-fusion-furnace","mk-4-sorosuub-keypad","mk-6-loronar-power-cell","mk-7-fabritech-data-pad","mk-3-chiewab-hypo-syringe"
"talia","7","mk-3-athakam-medpac","mk-8-taggeco-holo-lens","mk-6-nubian-security-scanner","mk-2-merr-sonn-shield-generator","mk-6-blastech-weapon-mod","mk-3-merr-sonn-shield-generator"
"talia","8","mk-5-arakyd-droid-caller","mk-3-athakam-medpac","mk-2-zaltin-bacta-gel","mk-4-sorosuub-keypad","mk-3-chiewab-hypo-syringe","mk-6-loronar-power-cell"
"talia","9","mk-5-carbanti-sensor-array","mk-8-baw-armor-mod","mk-3-athakam-medpac","mk-2-carbanti-sensor-array","mk-3-sienar-holo-projector","mk-1-chedak-comlink"
"talia","10","mk-10-taggeco-holo-lens","mk-8-neuro-saav-electrobinoculars","mk-6-cec-fusion-furnace","mk-6-nubian-design-tech","mk-7-nubian-security-scanner","mk-7-merr-sonn-shield-generator"
"talia","11","mk-11-blastech-weapon-mod","mk-11-blastech-weapon-mod","mk-6-merr-sonn-thermal-detonator","mk-8-biotech-implant","mk-5-athakam-medpac","unknown-gear"
"teebo","1","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-cec-fusion-furnace","mk-1-neuro-saav-electrobinoculars","mk-1-taggeco-holo-lens"
"teebo","2","mk-1-chiewab-hypo-syringe","mk-1-nubian-security-scanner","mk-2-sorosuub-keypad","mk-2-taggeco-holo-lens","mk-2-fabritech-data-pad","mk-2-neuro-saav-electrobinoculars"
"teebo","3","mk-4-neuro-saav-electrobinoculars","mk-3-baw-armor-mod","mk-3-baw-armor-mod","mk-4-baw-armor-mod","mk-4-blastech-weapon-mod","mk-2-akt-stun-gun"
"teebo","4","mk-2-athakam-medpac","mk-3-baw-armor-mod","mk-5-biotech-implant","mk-1-chedak-comlink","mk-5-blastech-weapon-mod","mk-4-baw-armor-mod"
"teebo","5","mk-6-taggeco-holo-lens","mk-4-merr-sonn-thermal-detonator","mk-2-merr-sonn-shield-generator","mk-7-fabritech-data-pad","mk-4-chiewab-hypo-syringe","mk-4-nubian-design-tech"
"teebo","6","mk-8-blastech-weapon-mod","mk-4-fabritech-data-pad","mk-4-fabritech-data-pad","mk-2-merr-sonn-shield-generator","mk-6-biotech-implant","mk-6-fabritech-data-pad"
"teebo","7","mk-3-chedak-comlink","mk-3-carbanti-sensor-array","mk-5-merr-sonn-shield-generator","mk-7-blastech-weapon-mod","mk-2-merr-sonn-shield-generator","mk-1-zaltin-bacta-gel"
"teebo","8","mk-5-akt-stun-gun","mk-3-czerka-stun-cuffs","mk-6-nubian-security-scanner","mk-6-neuro-saav-electrobinoculars","mk-6-taggeco-holo-lens","mk-5-blastech-weapon-mod"
"teebo","9","mk-3-czerka-stun-cuffs","mk-3-carbanti-sensor-array","mk-3-carbanti-sensor-array","mk-5-arakyd-droid-caller","mk-5-akt-stun-gun","mk-5-merr-sonn-thermal-detonator"
"teebo","10","mk-8-biotech-implant","mk-11-blastech-weapon-mod","mk-6-merr-sonn-shield-generator","mk-5-merr-sonn-thermal-detonator","mk-7-nubian-security-scanner","mk-4-chedak-comlink"
"teebo","11","mk-10-blastech-weapon-mod","mk-9-neuro-saav-electrobinoculars","mk-3-zaltin-bacta-gel","mk-11-blastech-weapon-mod","mk-9-fabritech-data-pad","unknown-gear"
"tie-fighter-pilot","1","mk-1-taggeco-holo-lens","mk-1-blastech-weapon-mod","mk-1-blastech-weapon-mod","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-neuro-saav-electrobinoculars"
"tie-fighter-pilot","2","mk-1-sorosuub-keypad","mk-2-nubian-security-scanner","mk-2-neuro-saav-electrobinoculars","mk-3-taggeco-holo-lens","mk-3-blastech-weapon-mod","mk-1-sienar-holo-projector"
"tie-fighter-pilot","3","mk-1-taggeco-holo-lens","mk-3-taggeco-holo-lens","mk-5-blastech-weapon-mod","mk-3-arakyd-droid-caller","mk-2-merr-sonn-thermal-detonator","mk-6-blastech-weapon-mod"
"tie-fighter-pilot","4","mk-6-blastech-weapon-mod","mk-5-neuro-saav-electrobinoculars","mk-5-biotech-implant","mk-3-chiewab-hypo-syringe","mk-7-blastech-weapon-mod","mk-6-baw-armor-mod"
"tie-fighter-pilot","5","mk-6-fabritech-data-pad","mk-2-merr-sonn-thermal-detonator","mk-6-baw-armor-mod","mk-7-fabritech-data-pad","mk-2-czerka-stun-cuffs","mk-6-neuro-saav-electrobinoculars"
"tie-fighter-pilot","6","mk-2-czerka-stun-cuffs","mk-7-fabritech-data-pad","mk-2-czerka-stun-cuffs","mk-6-neuro-saav-electrobinoculars","mk-4-sorosuub-keypad","mk-4-arakyd-droid-caller"
"tie-fighter-pilot","7","mk-3-chiewab-hypo-syringe","mk-4-arakyd-droid-caller","mk-8-blastech-weapon-mod","mk-8-fabritech-data-pad","mk-8-taggeco-holo-lens","mk-6-chiewab-hypo-syringe"
"tie-fighter-pilot","8","mk-3-sienar-holo-projector","mk-4-arakyd-droid-caller","mk-8-taggeco-holo-lens","mk-3-chedak-comlink","mk-2-zaltin-bacta-gel","mk-5-cec-fusion-furnace"
"tie-fighter-pilot","9","mk-2-zaltin-bacta-gel","mk-3-czerka-stun-cuffs","mk-6-chiewab-hypo-syringe","mk-6-nubian-design-tech","mk-7-nubian-security-scanner","mk-4-chedak-comlink"
"tie-fighter-pilot","10","mk-2-zaltin-bacta-gel","mk-6-merr-sonn-thermal-detonator","mk-8-taggeco-holo-lens","mk-11-blastech-weapon-mod","mk-9-fabritech-data-pad","mk-4-sienar-holo-projector"
"tie-fighter-pilot","11","mk-5-akt-stun-gun","mk-10-blastech-weapon-mod","mk-8-biotech-implant","mk-3-zaltin-bacta-gel","unknown-gear","unknown-gear"
"tusken-raider","1","mk-1-akt-stun-gun","mk-1-neuro-saav-electrobinoculars","mk-1-nubian-security-scanner","mk-1-nubian-security-scanner","mk-1-blastech-weapon-mod","mk-1-fabritech-data-pad"
"tusken-raider","2","mk-2-neuro-saav-electrobinoculars","mk-2-taggeco-holo-lens","mk-2-sorosuub-keypad","mk-2-sorosuub-keypad","mk-3-loronar-power-cell","mk-1-baw-armor-mod"
"tusken-raider","3","mk-5-blastech-weapon-mod","mk-3-fabritech-data-pad","mk-2-loronar-power-cell","mk-2-taggeco-holo-lens","mk-4-loronar-power-cell","mk-2-chiewab-hypo-syringe"
"tusken-raider","4","mk-5-taggeco-holo-lens","mk-1-chedak-comlink","mk-5-fabritech-data-pad","mk-6-fabritech-data-pad","mk-1-chiewab-hypo-syringe","mk-2-sienar-holo-projector"
"tusken-raider","5","mk-1-zaltin-bacta-gel","mk-4-merr-sonn-thermal-detonator","mk-5-biotech-implant","mk-3-taggeco-holo-lens","mk-3-taggeco-holo-lens","mk-4-taggeco-holo-lens"
"tusken-raider","6","mk-4-cec-fusion-furnace","mk-5-taggeco-holo-lens","mk-5-sorosuub-keypad","mk-2-athakam-medpac","mk-5-fabritech-data-pad","mk-4-blastech-weapon-mod"
"tusken-raider","7","mk-7-taggeco-holo-lens","mk-2-zaltin-bacta-gel","mk-4-chiewab-hypo-syringe","mk-4-baw-armor-mod","mk-4-baw-armor-mod","mk-3-athakam-medpac"
"tusken-raider","8","mk-5-akt-stun-gun","mk-7-taggeco-holo-lens","mk-4-merr-sonn-thermal-detonator","mk-5-blastech-weapon-mod","mk-2-akt-stun-gun","mk-4-taggeco-holo-lens"
"tusken-raider","9","mk-3-athakam-medpac","mk-3-carbanti-sensor-array","mk-3-czerka-stun-cuffs","mk-5-akt-stun-gun","mk-7-nubian-security-scanner","mk-5-merr-sonn-thermal-detonator"
"tusken-raider","10","mk-8-biotech-implant","mk-11-blastech-weapon-mod","mk-11-blastech-weapon-mod","mk-5-merr-sonn-thermal-detonator","mk-9-blastech-weapon-mod","mk-9-neuro-saav-electrobinoculars"
"tusken-raider","11","unknown-gear","unknown-gear","unknown-gear","mk-4-sienar-holo-projector","unknown-gear","mk-7-nubian-security-scanner"
"tusken-shaman","1","mk-1-biotech-implant","mk-1-neuro-saav-electrobinoculars","mk-1-cec-fusion-furnace","mk-1-baw-armor-mod","mk-1-blastech-weapon-mod","mk-1-arakyd-droid-caller"
"tusken-shaman","2","mk-1-biotech-implant","mk-3-loronar-power-cell","mk-2-sorosuub-keypad","mk-1-czerka-stun-cuffs","mk-2-baw-armor-mod","mk-1-sienar-holo-projector"
"tusken-shaman","3","mk-1-sienar-holo-projector","mk-3-sorosuub-keypad","mk-5-loronar-power-cell","mk-3-nubian-security-scanner","mk-1-merr-sonn-thermal-detonator","mk-1-merr-sonn-shield-generator"
"tusken-shaman","4","mk-4-fabritech-data-pad","mk-2-chedak-comlink","mk-1-sienar-holo-projector","mk-1-merr-sonn-thermal-detonator","mk-3-chiewab-hypo-syringe","mk-5-merr-sonn-shield-generator"
"tusken-shaman","5","mk-1-athakam-medpac","mk-4-baw-armor-mod","mk-5-loronar-power-cell","mk-3-nubian-design-tech","mk-1-zaltin-bacta-gel","mk-2-carbanti-sensor-array"
"tusken-shaman","6","mk-6-blastech-weapon-mod","mk-3-chiewab-hypo-syringe","mk-5-merr-sonn-shield-generator","mk-2-carbanti-sensor-array","mk-7-fabritech-data-pad","mk-4-akt-stun-gun"
"tusken-shaman","7","mk-5-neuro-saav-electrobinoculars","mk-2-chedak-comlink","mk-6-fabritech-data-pad","mk-1-zaltin-bacta-gel","mk-8-blastech-weapon-mod","mk-3-athakam-medpac"
"tusken-shaman","8","mk-4-akt-stun-gun","mk-3-sienar-holo-projector","mk-7-fabritech-data-pad","mk-5-nubian-design-tech","mk-4-sorosuub-keypad","mk-5-arakyd-droid-caller"
"tusken-shaman","9","mk-3-chiewab-hypo-syringe","mk-5-merr-sonn-shield-generator","mk-2-zaltin-bacta-gel","mk-8-taggeco-holo-lens","mk-8-fabritech-data-pad","mk-6-nubian-design-tech"
"tusken-shaman","10","mk-2-athakam-medpac","mk-7-nubian-security-scanner","mk-7-merr-sonn-shield-generator","mk-10-taggeco-holo-lens","mk-6-cec-fusion-furnace","mk-6-merr-sonn-thermal-detonator"
"tusken-shaman","11","mk-10-blastech-weapon-mod","unknown-gear","mk-7-merr-sonn-shield-generator","mk-8-biotech-implant","mk-4-sienar-holo-projector","unknown-gear"
"ugnaught","1","mk-1-baw-armor-mod","mk-1-baw-armor-mod","mk-1-biotech-implant","mk-1-biotech-implant","mk-1-fabritech-data-pad","mk-1-arakyd-droid-caller"
"ugnaught","2","mk-1-czerka-stun-cuffs","mk-1-czerka-stun-cuffs","mk-2-baw-armor-mod","mk-1-nubian-design-tech","mk-2-sorosuub-keypad","mk-2-loronar-power-cell"
"ugnaught","3","mk-3-neuro-saav-electrobinoculars","mk-3-fabritech-data-pad","mk-3-fabritech-data-pad","mk-5-blastech-weapon-mod","mk-5-loronar-power-cell","mk-5-loronar-power-cell"
"ugnaught","4","mk-5-merr-sonn-shield-generator","mk-3-merr-sonn-thermal-detonator","mk-3-chiewab-hypo-syringe","mk-3-chiewab-hypo-syringe","mk-2-chiewab-hypo-syringe","mk-1-merr-sonn-thermal-detonator"
"ugnaught","5","mk-1-zaltin-bacta-gel","mk-7-baw-armor-mod","mk-7-blastech-weapon-mod","mk-7-blastech-weapon-mod","mk-3-chiewab-hypo-syringe","mk-4-nubian-design-tech"
"ugnaught","6","mk-4-akt-stun-gun","mk-4-akt-stun-gun","mk-7-loronar-power-cell","mk-5-nubian-design-tech","mk-3-chiewab-hypo-syringe","mk-4-nubian-design-tech"
"ugnaught","7","mk-8-fabritech-data-pad","mk-3-athakam-medpac","mk-4-akt-stun-gun","mk-4-akt-stun-gun","mk-3-sienar-holo-projector","mk-7-neuro-saav-electrobinoculars"
"ugnaught","8","mk-5-arakyd-droid-caller","mk-4-akt-stun-gun","mk-7-neuro-saav-electrobinoculars","mk-7-neuro-saav-electrobinoculars","mk-7-taggeco-holo-lens","mk-3-chiewab-hypo-syringe"
"ugnaught","9","mk-8-baw-armor-mod","mk-7-nubian-security-scanner","mk-6-nubian-design-tech","mk-8-taggeco-holo-lens","mk-4-akt-stun-gun","mk-7-neuro-saav-electrobinoculars"
"ugnaught","10","mk-6-nubian-design-tech","mk-6-nubian-design-tech","mk-5-athakam-medpac","mk-3-czerka-stun-cuffs","mk-11-blastech-weapon-mod","mk-7-nubian-security-scanner"
"ugnaught","11","unknown-gear","mk-9-neuro-saav-electrobinoculars","unknown-gear","unknown-gear","unknown-gear","mk-7-merr-sonn-shield-generator"
